ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
3.2.1.18,11585,4349.1,3048.6,9535.5,9671.6,242.83,12714,6908.1,21923,10727,10103,18421,10140,7360.4,10072,6088.7,10283,15899,4486.3,9112.2,613.87,3297.6,7776.3,236.91,8040.1,4906.7,10665,7383.9,176.88,11493,4737.4,15790,4884,6551.8,8457.6,171.65,9376.5,210.98,9744.3,5079.1,5192.2,5035.9,14270,5774.4,10330,10124,216.85,7859.5,7035.1,11413,7977.8,2.04E+05,8883.1,11087,6628.7,14459,7511,4864.1,8331.4,3332.1,6321.9,6058.8,10878,8536.1,7998.3,8061.8
1.10.3.1,20.864,1.0271,0,5.217,10.426,0,14.459,8.351,8.2467,4.1745,4.1043,44.903,14.44,2.0824,15.653,7.2965,4.1734,44.952,6.217,8.3514,0,2.0728,9.4112,0,8.3574,5.1591,8.3597,8.3638,0,27.179,5.2044,6.1976,4.157,4.0969,7.3241,0,7.3076,0,12.526,2.0717,4.1559,4.1658,27.871,2.057,6.2578,6.1944,0,11.476,9.3772,24.049,3.094,8.2098,2.0872,5.2241,4.1815,19.841,9.4138,4.1356,10.458,3.0912,9.3324,5.1834,5.2276,11.497,6.2675,6.2664
3.2.1.2,216.96,279.93,109.64,191.83,231.44,7.1123,387.68,128.77,582.43,239.52,405.43,423.53,239.61,181.7,222.37,129.89,212.08,327.77,132.99,176.42,8.1442,88.275,145.1,5.0839,144.01,205.71,175.62,180.57,2.0214,246.66,114.71,492.69,114.69,267.75,150.09,2.0313,218.13,13.186,186.75,115.62,99.499,127.82,385.77,243.89,217.13,462.28,9.1199,144.04,153.27,232.58,217.72,5837.9,154.22,193.72,98.345,274.05,144.05,140.95,160.28,102.57,155.28,122.78,222.24,170.44,170.5,172.44
3.2.1.20,762.4,285,207.1,671.9,557.28,20.321,1167.1,419.78,991.04,624.17,1017.6,1301,783.81,419.23,615.31,438.39,635.23,1035.1,311.67,583.01,58.028,214.09,479.93,17.285,455.35,328.33,549.19,511.26,13.139,800.89,265.95,1349.1,315.65,459.44,379.27,15.235,622.94,16.229,659.7,311.36,318.8,312.46,1159.3,517.12,644.28,1002.6,23.306,505.17,444.58,804.37,653.17,21974,537.75,661.27,350.8,989.61,501.14,280.88,477.79,298.58,399.88,346.02,748.91,589.43,544.99,457.46
3.2.1.21,4447.7,1184.6,804.02,3464,3591.3,73.155,4183.3,2556.2,7541.1,3872.9,3276.9,7175.6,2817.5,2762,3823.9,2027.5,4075.2,6383.9,1498.5,3544.7,264.69,981.17,3166.7,84.392,2990.7,1334.6,4046.3,2937.7,53.568,4530.2,1824.1,5419.6,1748.8,1478.7,3292.8,53.83,3588.5,60.858,3671,1535.5,1784.9,1671.9,4689.1,2039.1,3526.8,3032.2,84.105,2949.9,2605.6,4077.7,2366.6,95424,3125.1,4409.8,2503.2,5535.7,2923.7,1449,3257.3,1110,1922.2,2026.4,4201.2,3627.9,3005.1,3043
3.2.1.22,11122,14094,3338.9,8998.6,9257.5,270.27,14538,7073.3,22676,10486,13179,21758,10632,7183.7,9970.9,5910.1,10217,17399,5037.5,8751.2,909.1,3239.8,7401.9,267.41,7934.6,5078.9,10439,7972.3,166.77,12583,4869.4,18627,4876.9,7936.2,8315.7,177.74,9542.9,248.5,9411.4,4995.9,5145.5,4793.4,16641,9111.9,9716,15322,262.45,7751,7006.7,12499,9504.9,3.06E+05,8541.2,10753,6181.6,16430,7173.2,5147,7875.9,3767.8,6353.4,6058.8,10901,8331.2,9581.5,7914.8
3.2.1.23,33810,12215,8280.8,26146,26836,678.72,34318,19918,63429,30675,27153,52353,25670,20483,29067,16765,30748,44586,12497,25844,1950.5,8729.1,21774,653.79,22135,13530,31071,20585,433.6,32253,13556,43614,13611,18207,24094,471.27,27349,577.14,27387,13616,13920,13862,39942,15770,28669,27393,574.55,22506,19913,32437,21285,6.83E+05,24437,31525,18649,41719,21566,13496,23487,9328.1,16719,16404,31835,24582,22722,22841
3.2.1.26,4156.7,1946.3,1487.2,3076.3,3508.1,106.68,5785.8,2383.8,17966,3752.1,5532.1,6057.3,5175,2469.7,3583.2,2097.6,3612.5,5104.2,1925.9,3361.2,393.98,1279.5,2621.9,86.426,2579,2231.4,3889,2478.2,64.686,3694.8,1836.3,7682.9,1860.4,3416.9,2597.1,58.909,3462.7,88.244,3282.3,2002,2097.6,1738.8,6380.4,3463,3267.1,5643.7,82.079,2605,2633,3689.7,3820.8,1.41E+05,2879.5,3692.8,2006.4,4895.3,2494.6,2227.7,2736.9,1523.4,2371.9,2200.9,3709,2775.7,2813.2,2766.1
3.2.1.28,3682.2,1502.1,1005,2990,2985.3,90.428,4797.3,2240.8,7878.6,3688.2,4023.9,6522.5,3100.7,2323.5,3224.8,1904.8,3725.1,5257.5,1451.8,2869.4,222.95,1049.2,2580.3,75.241,2496.8,1781.5,3774.3,2347.4,44.472,3767.9,1579.5,5030.5,1534.6,2294.1,2644.8,53.83,3114.7,91.287,3146.3,1710.9,1679.3,1581.6,4959.1,1968.3,3399,3649.6,63.839,2606,2233.1,4007.6,2641,66678,2831.8,3686.7,1927.4,4969.4,2412.4,1629.5,2534,1147.6,1976,2025.4,3456.4,2846.7,2740.2,2674.8
3.2.1.3,382.21,160.25,99.487,306.52,278.13,7.1123,441.47,259.57,833.49,395.82,410.5,816.58,376.68,287.27,346.24,221.22,344,594.65,169.54,360.96,17.307,95.377,262.79,13.218,247.45,165.18,385.75,288.09,6.0643,454.75,198.96,564.82,188.78,214,330.6,4.0627,332.77,5.0715,395.82,165.31,216.26,147.1,562.41,214.54,369.32,321.37,6.0799,298.23,251.73,459.06,306.84,5456.6,309.46,451.33,199.73,621.17,254.63,183.53,271.86,94.449,215.16,226.28,387.65,307.4,339.98,301.25
3.2.1.31,4.0553,4.057,1.0152,3.0449,3.0452,0,13.193,8.1116,5.0823,6.0895,9.1222,9.1408,30.459,2.0302,5.0769,2.0296,1.0147,6.0886,1.0152,2.0279,0,1.0147,6.0879,0,5.0707,2.0267,2.0303,0,1.0107,8.1205,1.0151,11.174,7.1047,7.0995,5.0705,0,1.0146,0,8.1194,4.0568,2.0306,3.0434,8.1214,2.024,6.0877,15.207,1.0133,6.0864,3.0451,6.0937,24.304,8.1564,5.0732,4.0569,4.0555,5.0749,8.1157,2.028,2.0288,0,4.0597,1.0147,2.0296,2.029,5.0744,3.043
3.2.1.35,98.341,192.71,37.562,59.882,70.04,4.0642,121.78,49.684,328.32,81.193,78.045,94.455,115.74,37.558,72.091,40.591,93.356,79.151,27.411,69.961,5.0902,31.454,65.952,1.0168,50.707,59.788,90.347,56.807,1.0107,42.633,24.362,82.284,33.494,92.293,47.663,1.0157,77.106,3.0429,64.955,44.624,45.688,26.376,115.73,59.707,73.052,72.992,3.04,44.633,38.571,44.687,68.862,1649.6,54.79,70.996,43.596,60.899,48.694,67.938,52.75,38.592,42.626,70.015,57.843,46.668,50.744,56.802
3.2.1.37,334.56,95.339,55.835,232.42,253.77,3.0481,186.74,184.54,541.77,227.34,190.55,357.51,205.09,119.78,289.38,133.95,326.75,302.4,87.309,251.45,12.216,66.967,238.44,7.1174,220.07,114.51,352.25,200.85,3.0322,216.21,98.464,277.33,74.092,125.76,248.46,6.094,231.32,7.1001,215.16,124.75,100.51,126.81,244.66,150.78,268.87,225.06,5.0666,178.53,167.48,255.94,144.81,1917.8,227.28,283.98,209.87,262.88,202.89,92.274,230.27,47.732,145.13,117.71,276.02,228.27,213.12,199.82
3.2.1.39,1091.9,381.36,261.92,875.9,847.59,25.401,1151.9,601.27,1569.4,982.43,910.19,2478.2,926.97,636.46,880.33,587.56,838.18,1818.5,446.7,793.91,65.154,277,659.52,19.319,671.36,538.09,970.47,658.35,19.204,1430.2,406.04,1720.9,492.26,622.73,810.27,22.345,898.9,14.2,921.55,441.17,469.07,415.93,1336,422,956.78,864.75,10.133,705.01,608,1390.4,710.89,20558,820.84,990.9,559.65,1741.7,680.7,454.27,762.84,328.03,634.32,545.91,965.06,742.62,758.12,770.89
3.2.1.4,5859.9,2521.4,1566.4,4576.4,4700.8,114.81,7119.3,3601.6,12878,5273.5,5571.6,10197,5645.1,3596.4,5234.2,3055.5,5366,8366.7,2429.4,4435.9,370.56,1669.1,3946,128.11,3826.3,2723.9,5159.9,3806.1,91.976,5928,2449.4,8854.2,2466.4,3567,4003.7,96.488,4827.3,125.77,5039.1,2459.4,2578.9,2429.7,7503.2,3232.3,5163.4,5500.8,89.172,3943,3575.9,5853,4502.3,1.40E+05,4292.9,5456.5,3129.8,7655,3730.2,2573.5,4198.7,1742.7,3025.5,2939.6,5461.6,4290.4,4036.2,3989.3
3.2.1.45,644.79,268.78,208.11,481.09,523.78,12.193,693.15,373.13,1046.9,531.81,686.19,907.99,659.94,428.36,516.82,313.57,464.75,748.89,286.29,502.91,67.19,184.67,390.64,20.335,384.36,317.18,537.01,375.33,13.139,594.83,282.2,942.72,242.58,419.88,387.39,3.047,465.68,18.257,452.66,251.52,278.19,224.2,817.22,373.42,493.1,692.41,12.16,386.49,400.94,544.37,468.87,26271,451.51,559.85,361.95,653.65,403.75,282.9,431.13,171.63,337.97,278.03,487.1,390.59,390.73,443.26
1.13.11.1,687.18,174.78,126.97,549.85,592.1,8.5922,729.39,372.27,849.68,627.33,572.59,2350.6,525.31,471.41,662.57,348.21,562,1616.4,320,524.5,35.301,185.27,464.76,7.5819,458.58,269.55,567.03,502.16,8.6911,1181.5,277.91,1389.7,274.74,310.82,583.9,7.4367,561.83,14.316,679.45,330.28,360.57,217.33,947.81,281.79,613.31,616.85,7.3928,507.51,403.04,1081.8,455.25,10419,487.24,742.77,372.66,1537.5,383.98,293.2,429.65,200.62,309.26,375.44,687.84,538.1,484.02,523.2
3.2.1.46,459.26,154.17,119.79,332.9,335.99,8.1283,551.07,208.87,1271.6,398.86,316.24,683.53,524.91,258.85,362.49,222.24,388.65,636.25,211.17,323.44,31.559,122.77,334.84,6.1006,291.06,166.19,366.46,262.73,6.0643,421.25,172.57,752.75,171.53,243.41,306.26,12.188,357.12,14.2,375.52,194.72,190.88,172.46,540.07,235.79,339.9,345.7,8.1065,313.45,246.65,413.36,362.54,13045,331.78,391.49,191.62,600.87,241.44,204.83,266.79,135.07,249.67,249.62,409.97,286.09,292.29,284.01
3.2.1.50,1239.9,442.21,282.22,1080.9,1067.9,25.401,1553.8,884.17,1869.3,1230.1,897.01,2812.3,1155.4,892.26,1282.4,651.49,1119.3,2173.6,571.57,1090,58.028,381.51,991.32,30.503,945.18,516.81,1147.1,954.56,11.118,1647.5,547.13,1996.2,531.84,621.71,935,24.376,1082.5,24.343,1158,495.94,602.07,522.45,1654.7,654.75,1147.5,1166.9,24.32,901.8,801.87,1544.8,955.96,21850,1039,1323.6,715.79,1923.4,863.3,510.04,969.78,348.34,693.19,715.37,1334.4,992.2,997.63,930.13
3.2.1.51,12141,5293.4,3573.4,9388.3,9453.4,262.14,14175,7168.6,24332,10846,12334,19775,10753,7396.9,9933.4,5946.6,10681,16333,5201,9539,720.77,3475.2,7790.5,266.39,7993.4,5494.4,10929,7211.5,193.05,11948,4903.9,18580,5171.2,8283.1,8181.8,195.01,9354.2,249.52,9779.8,5489.8,5502.9,4916.1,16592,7466.4,10025,11637,193.54,8156.8,7134.6,11584,8944.9,2.52E+05,8855.7,11429,6202.8,15481,7486.7,5507,8162,3887.6,6577.6,6798.6,10933,8330.2,8225.6,8195.7
3.2.1.52,7677.7,3653.3,2627.3,6337.4,6183.8,165.62,57684,4750.4,16342,7426.1,8671.1,14275,7274.6,5121.1,7016.2,4221.5,7128.6,11418,4098.4,6454.7,411.28,2329.6,5389.8,179.97,5211.6,4197.3,7855.1,4936.1,92.987,8264.7,4127.4,13108,4320.7,7088.3,5681,141.18,6482,608.58,6686.3,3392.5,3910.9,3299.1,11186,32200,7036.4,8146.7,158.08,6418.1,4571.7,8138.2,40179,1.38E+05,5950.8,8191.9,4288.7,10858,5404,3898.8,5794.3,2458.7,4337.7,4613.9,7536.8,5610.3,5662,5602.1
3.2.1.55,3725.8,1520.4,1023.3,2840.8,2913.3,86.364,4441.1,2181,6402.7,3477.1,4066.5,6856.6,3922.1,2327.6,3136.5,1848.9,3165,5637,1705.6,2627.1,224.98,1078.6,2295.1,96.593,2397.4,1703.4,3206.8,2260.1,50.536,3973,1463.8,6223.1,1599.6,2654.2,2502.8,54.846,2910.8,57.815,3080.3,1631.8,1800.1,1519.7,5218,1977.4,3072.3,3509.7,69.919,2375.7,2209.7,4025.9,2819.3,84706,2750.7,3654.2,1861.5,5058.7,2447.9,1728.9,2491.4,1271.5,1989.2,1860,3430,2578.9,2610.3,2529.7
1.13.11.11,2055,805.07,578.79,2014.7,1780.6,56.923,2927.3,1392.5,4321.1,2192.4,2132.4,6013.8,2232,1676.4,2095.6,1201.4,2242.6,4406.8,1117.3,1681.4,103.76,672.14,1699,51.99,1583.4,982.99,2256.2,1495.6,34.764,3377.2,968.88,3899.5,991.22,1186,1701.8,21.248,1953.4,47.353,2064.4,1011.3,1063.4,948.64,3403.8,1148.8,1993,2291.6,35.908,1640.5,1373.8,3154.8,1711.7,34149,1841.8,2430.5,1294.5,4106.3,1543.5,991.28,1681.4,867.21,1251,1236.1,2392.9,1769.6,1701.1,1695.5
3.2.1.78,1406.2,659.26,564.44,1100.2,1120.6,27.433,1701.9,814.2,3441.7,1241.2,1511.2,2314.7,1606.2,855.71,1116.9,737.75,1188.3,1807.3,664.97,1121.4,151.69,411.95,802.59,30.503,915.77,720.49,1344,879.5,18.193,1286.1,588.75,1924,577.51,1321.5,946.16,28.439,1142.4,34.486,1083.9,659.22,664,651.29,1906.5,938.1,1207.4,1660.6,16.213,918.03,948.03,1408.7,1124.1,45231,948.68,1307.3,692.47,1728.5,857.22,742.24,926.16,455.99,793.66,746.83,1212.7,907.99,912.38,823.63
3.2.1.85,707.65,190.68,286.28,263.89,612.09,6.0963,631.25,255.52,5021.3,292.29,606.12,403.21,503.59,222.3,357.41,166.42,443.44,328.78,163.45,380.22,208.7,113.64,286.13,12.201,204.86,180.38,375.6,211,5.0536,258.84,200.99,630.85,170.51,372.22,197.75,8.1253,510.32,8.1144,248.66,168.36,141.13,172.46,734.99,516.11,290.18,778.58,6.0799,210.99,460.82,227.5,440.51,1.08E+05,264.82,299.2,166.27,362.35,219.12,170.35,212.01,273.19,265.91,273.97,327.78,219.14,258.79,232.28
3.2.1.93,1981,998.02,833.46,1489.9,1584.5,41.658,3239.5,1102.2,9701.1,1546.7,2881.6,3527.3,2338.2,1059.7,1570.8,815.89,1613.4,2771.3,896.44,1579.7,285.05,573.28,1134.4,26.436,1152.1,922.15,1720.7,1025.6,36.386,1855.5,823.24,4266.6,759.19,1865.1,1126.7,37.58,1641.6,59.844,1407.7,895.53,994.99,762.89,3826.2,1859,1433.7,3277.5,43.573,1158.4,1340.8,1994.7,1927.1,1.28E+05,1234.8,1704.9,908.43,2517.2,1127.1,967.35,1220.3,864.26,1074.8,1159.8,1702.8,1273.2,1184.4,1192.8
3.2.1.96,2909.7,1423,952.24,2025.8,2089,47.754,4132.5,1495.6,13612,2448,3354.9,3764,3021.5,1573.4,2207.4,1257.3,2684,2934.7,1109.6,2699.1,246.36,811.72,1617.4,66.09,1810.2,1372.1,3300.2,1690,33.354,2236.2,1139.9,4306.2,1111.4,2141,1777.7,31.486,2109.3,69.987,2139.5,1342.8,1479.3,1141.3,4290.1,2177.8,2181.4,3257.3,38.506,1700.1,1539.8,2231.3,2244.1,84372,1902.4,2576.1,1329.2,2906.9,1563.3,1386.1,1801.6,1137.4,1605.6,1853.9,2523.8,1732.8,1727.3,1717.2
1.11.1.15,24496,10236,7226.5,19416,19786,508.76,29231,14684,58701,21575,26800,42425,23464,15212,20696,12235,21357,35176,10681,18552,1738.4,6940.5,15910,536.7,16148,11224,22084,15781,380.62,25347,10250,39117,10450,16513,16801,367.42,20012,510.98,19864,10552,11497,10091,34129,15158,20615,24378,451.87,16689,15223,24973,19222,6.70E+05,17950,22989,12732,32576,14930,10907,16601,8459.3,13140,12812,22684,17398,17736,16226
1.13.11.15,233.4,80.507,45.499,215.16,213.93,6.4441,252.48,161.71,542.58,191.44,243.88,876.9,230.49,155.34,222.3,108.14,231.73,727.08,116.94,171.59,9.6275,58.166,107.75,6.4988,127.62,96.266,176.05,147.18,2.1728,516.25,78.47,480.05,105.59,137.91,206.21,4.2496,174.62,5.5062,208.39,94.983,120.91,97.798,465.37,73.698,153.06,154.48,0,163.4,120.26,457.31,139.02,4194.7,157,216.24,150.37,655.68,138.45,93.436,155.24,71.189,185.77,131.24,182.99,166.07,136.43,146.54
1.13.11.16,357.16,117.58,159.78,387.94,360.88,16.11,585.88,272.42,617.46,404.52,374.3,896.22,333.41,283.71,360.42,247.64,360.59,817.96,193.49,324.84,41.719,88.326,306.94,8.665,255.24,144.4,394.22,292.2,7.6047,514.09,190.72,634.7,192.86,214.29,294.12,4.2496,415.41,5.5062,388.57,204,196.48,170.6,727.94,212.42,367.56,298.3,5.2806,298.66,331.53,612.63,360.81,19038,359.47,443.28,269.14,687.98,248.78,162.17,318.14,93.839,238.39,231.29,486.55,320.27,312.93,323.47
3.2.2.26,862.49,260.14,136.52,791.63,656.59,24.811,946.2,514.49,1258.1,870.21,550.04,3240.3,566.56,629.28,812.75,512.16,804.62,2200.8,441.4,629.33,46.393,226.22,702.21,19.75,597.25,266.8,863.24,577.86,12.849,1718.8,356.25,1573.3,399.65,303.5,693.93,12.618,717.66,8.5469,930.16,313.58,531.75,327.26,993.42,310.93,823.26,576.04,18.199,643.07,515.81,1545.8,462.98,9664.6,707.45,929.55,480.01,2061.7,574.68,363.59,633.6,191.32,420.77,519.49,897.27,725.64,660.08,646.11
3.2.2.4,2198.4,1734.6,888.42,2113.1,1888.5,50.702,6486.6,1431.8,4799.7,2158,4406.7,4813.8,3387.6,1533.6,2114.9,1291.1,1916.9,3838.4,1090.6,1785.4,127.58,625.29,1653.3,74.611,1761.1,1680.9,1927,1720.7,34.263,3019,1049.5,6215.4,1107.1,2639.9,1653.8,62.038,1840.4,74.785,2119.3,1108.2,1125.2,1030.8,6345.4,2492.7,1941.1,3917,47.103,1658.2,1433.3,2810.2,3706,33492,1942.3,2419.9,1349.9,3302.8,1630.7,1345.9,1726.8,1185.8,1319.7,1720,2300.9,1946.2,1768.4,1714.2
3.2.2.5,201.39,135.4,67.191,241.44,232.05,5.3938,370.48,176.46,383.22,257.13,307.56,420.33,322.83,177.65,242.55,167.15,263.27,376.21,131.34,297.39,8.4351,99.236,177.94,8.7778,180.76,144.47,270.16,174,4.2829,284.47,131.59,406.07,105.79,200.2,175.87,0,232.84,6.4102,267.59,130.13,148.37,123.66,395.46,153.36,220.17,290.66,7.4936,204.32,178.63,259.3,275.69,5683.9,210.09,272.83,164.24,387.13,179.19,138.21,198.47,81.996,168.95,129.87,292.68,190.84,192.57,159.95
3.2.2.8,8.4351,5.3307,3.1996,18.161,16.04,0,47.363,15.945,169.5,13.813,12.596,13.344,12.828,17.123,42.552,10.715,24.318,13.278,7.536,194.77,0,3.2012,16.946,1.0972,13.742,16.873,22.161,26.852,0,7.6294,13.908,22.323,10.686,13.844,10.594,0,14.885,1.0684,32.111,17.066,15.162,9.594,31.806,6.3027,21.273,11.626,3.2116,16.131,23.254,14.405,10.522,400.07,37.516,34.508,15.894,19.909,20.146,18.073,25.472,2.1025,13.813,19.006,50.204,31.268,18.187,12.628
3.2.2.9,4412.6,1328.4,879.89,2904.8,3131.1,71.198,3409.1,2354.5,9398.3,3231.1,3223.6,5586.6,2905.5,2080.5,3211.6,1863.3,3354.9,5093.2,1305.9,3214.7,337.4,866.45,2590.7,71.319,2510.6,1482.7,3639.8,2454.3,54.607,3607.6,1369.4,5135.4,1376.4,2280,2667.7,55.729,3131.1,64.102,3253.9,1322.6,1446.9,1274.9,4110.4,2228,3278.1,3185.6,70.654,2451.8,2434.2,3517.1,2232.8,1.37E+05,2738.7,3639.5,2205.1,4436.5,2441.9,1606.4,2704.2,1012.3,1723.5,1980.8,3267.6,2746.2,2541.9,2531.8
3.3.1.1,3519.4,1099.6,1312,2677.9,2859.2,60.842,4088.7,2062.4,7126.1,3026,3071.5,6361.8,2942.6,2060.9,2846.3,1740.9,2908.1,5426,1394.7,2489.4,240.69,966.64,2256.2,78.137,2296.2,1411.4,2758.5,2128.6,38.362,3863.2,1508.7,5283.3,1504.8,1723.4,2454.1,48.515,2767.6,60.75,2831.2,1550.5,1487.3,1438.2,4561.4,1768.1,2782,2667.7,68.779,2236,2200,3706,2408.5,1.01E+05,2370.4,3047.5,1938.5,5292.9,2091.6,1478.5,2274.9,1147.6,1851.7,1839.5,3209.4,2438.8,2442.2,2356
3.3.2.6,501.76,173.14,126.55,321.06,347.15,10.14,505.64,286.39,778.37,410.15,530.13,566.82,420.52,250.15,365.66,233.94,453.48,533.89,160.03,336.98,28.317,132.74,275.31,10.148,303.73,180.09,374.68,256.08,3.0286,387.03,201.49,589.74,169.12,303.59,291.46,7.0751,357.2,6.075,359.47,216.58,225.93,172.06,636.43,304.12,365.46,526.87,11.126,230.79,260.19,353.68,328.89,11367,338.19,395.6,214.5,457.96,281.45,200.37,308.79,148.9,203.6,251.21,394.84,269.29,284.51,326.88
3.4.11.1,12638,4698,3924.6,9569.2,10108,298.07,14705,6743.7,30441,10557,11610,24695,10764,7547.8,10538,6137.4,10655,19384,5086.6,9599,1191.4,3302.6,7877.9,283.25,8091.9,4999.3,10558,7457.9,209.89,14309,4920.6,19376,5328.2,7265.7,8693.7,200.04,10070,242.44,10391,5028.2,5919.2,4952.9,16165,11018,10122,16354,207.79,8224.1,7778.3,13742,8799.9,4.26E+05,9091.2,11500,6280,18338,7577.9,5145,8324.3,3959.5,6458.6,7053.1,11602,9078.2,8544.4,8258
1.13.11.2,609.02,176.9,134.38,432.49,504.58,8.5922,353.9,354.9,580.56,492.13,379.6,888.71,291.6,339.81,488.84,263.86,543.59,817.96,247.71,467.3,35.301,137.87,394.01,7.5819,381.79,185.05,520.59,330.08,5.4319,548.65,227.78,886,189.63,210.04,450.41,4.2496,467.47,11.012,453.69,191.04,190,248.84,529.41,216.76,502.29,324.94,10.561,364.67,334.78,554.38,337.46,11788,400.62,549.24,343.24,626.61,420.76,186.87,361.87,91.682,269.53,187.18,569.43,434.57,402.81,373.4
3.4.11.2,7414,1720.3,1410.6,5206.9,4898.7,105.7,6965.7,3342,9046.3,6011.7,4887,13700,5026.7,4045.6,5308.5,3143.4,6296.8,10648,2435.1,5365.9,465.25,1547.7,4299.6,130.65,4460.3,2128.9,6619.4,4042.8,87.026,7629,2500.5,9959.4,2788.9,2224.5,4648.2,74.627,5176.2,134.22,5653.2,2308,2851.8,2314.6,8158.1,2486.7,5458.4,4983.1,94.544,4556.5,3888.6,7163.5,4620.7,1.63E+05,4908.7,6276.6,3377.4,9822.7,4075.9,2328.1,4582.8,1868,2950.7,4167.7,6321.1,4983.4,4678.6,4367.2
3.4.11.23,10.382,4.1502,1.038,6.2721,8.3596,1.057,15.583,3.139,7.2561,17.731,10.365,10.411,38.547,12.515,28.209,16.72,6.2335,5.2141,4.1625,12.518,0,3.1225,12.508,0,7.3051,13.481,22.883,14.621,0,6.2397,8.3418,19.631,2.0891,54.206,5.2133,0,11.472,0,14.708,11.477,1.0416,7.3083,27.134,20.551,15.667,9.2432,0,9.4014,10.403,9.3818,5.2058,329.1,4.1794,12.493,5.2299,7.293,8.363,4.1592,14.615,3.1325,10.475,7.2734,13.576,10.454,11.49,16.712
1.13.11.20,2419.8,527.53,303.68,2026.6,2076.7,36.517,1524.6,1501,2970.1,2085.3,1166.4,4573.4,1241.5,1447.7,1972.6,1178.7,2154.9,3771.7,760.13,1867,126.23,542.88,1672.9,43.325,1703.4,627.87,2409.6,1566,29.332,2838.3,937.27,2099.6,949.2,464.64,1935.1,24.435,2162.7,46.252,1966.7,793.32,791.31,913.87,1987.4,608.01,1969.3,1390.3,39.076,1546.3,1488.7,2612.3,1111.1,37088,1806,2166.7,1496.1,3355.9,1560.8,673.39,1901.2,444.39,1089.9,876.75,2298.2,1808.4,1769.3,1747.6
3.4.11.5,5234.7,1597.8,1056.7,3844.8,3726.3,94.073,4886.9,2628.4,10807,4289.8,3649.4,10957,3607.8,2964.1,3826,2421.3,3966.6,8411.4,1973,3750.1,324.54,1168.9,3195.8,108.7,3247.6,1692.4,4336.3,2735.2,64.501,5955.8,1946.8,7470.3,1951.2,2378.8,3451.2,50.788,3777.6,74.916,3937.6,1959.5,2085.2,1795.7,5879.8,2277.1,4009.7,4174.8,79.999,3059.6,2856.6,5691.6,3302.6,1.31E+05,3491.9,4347.5,2637.9,7744.2,2902,1704.2,3295.7,1227.9,2467.8,2628.8,4231.5,3556.4,3166,3134.6
3.4.16.4,28870,13534,8835,23661,23855,645.94,57032,18238,56993,26857,34236,50485,33162,18155,25185,15713,25754,41542,12378,23024,1945.8,8545.5,19341,632.2,20076,14124,27411,18454,499.72,30939,12506,58526,12760,23625,20966,587.23,24026,684.45,24151,12629,13369,12735,53651,27778,25215,40299,568.44,20099,18102,30203,41264,6.50E+05,22129,28355,16648,38951,19164,13227,21127,11989,15588,14991,27025,21260,20680,20892
3.4.17.14,535.29,176.2,154.91,418.37,369.5,14.196,669.91,332,1573.1,513.58,512.96,824.33,466.14,333.32,445.77,278.54,539.59,755.53,226.96,355.22,29.328,148.84,361.44,14.207,403.99,260.03,536.81,311.89,5.0477,523.35,199.49,767.79,243.1,345.18,409.91,3.0322,390.7,12.15,502.35,249.03,253.39,206.52,765.2,302.12,448.55,400.5,7.0802,387.71,310.87,535.54,466.45,7803,456.71,481.73,304.71,706.62,317.05,216.63,366.53,237.04,298.89,305.97,501.18,393.91,369.61,435.29
1.13.11.3,2045.3,541.3,379.86,1668,1627.2,60.145,2080.3,1123.3,4290.7,1950.1,1302.1,4079.7,1631.7,1374.3,1804.3,1053.3,1806.2,3338.9,792.03,1441.8,112.32,541.8,1426.9,37.909,1347.6,755.16,1885.8,1309.5,23.901,2369.5,816.3,2759,854.39,683.18,1492.3,32.934,1579.2,36.341,1856,860.24,980.23,911.7,2042.9,680.62,1913.2,1173,31.683,1398.1,1272,2390.1,1211.9,34118,1611.1,1989.4,990.48,3156.7,1226.6,656.2,1432.2,464.88,1078.1,1165.1,2074.3,1604.6,1449.9,1418.7
